Transaction ID,Customer_ID,Date,Items Purchased,Amount,Store_Location,Payment_Method,Discount_Applied,Member_Level,Satisfaction_Score
2845,936.0,2023/01/31,"yogurt, chicken",29.29,Cairo,Cash,Yes,,3
2846,750.0,2023-10-16,"shampoo, chicken, bread",42.69,Alexandria,Debit Card,No,,1
2847,1250.0,2023/05/05,"soap, chips, orange juice, yogurt, rice",123.89,Luxor,Cash,No,Bronze,3
2848,355.0,2023/05/13,"bread, bananas, butter, sugar",81.6,Luxor,Debit Card,No,Silver,2
2849,361.0,20-09-2023,"rice, soap, orange juice, onions, apples",79.46,Luxor,Mobile Wallet,,Silver,1
2850,,12/15/2023,"detergent, chips",46.85,Alexandria,Debit Card,,Gold,9
2851,1066.0,08 May 2023,"SUGAR, Chips",27.6,Mansoura,Debit Card,,,7
2852,1658.0,,"cookies, butter, rice, coffee, cheese, onions",150.12,Cairo,Cash,1,Gold,2
2853,280.0,2023-03-26,"butter, sugar",47.19,Alexandria City,Debit Card,False,Bronze,2
2854,903.0,2023-04-02,"sugar, tea, bread, eggs",37.49,Mansoura,Debit Card,0,Silver,7
2855,72.0,2023-05-31,"orange juice, eggs, shampoo",85.45,Mansoura,Credit Card,TRUE,Gold,1
2856,,11 September 2023,"soap, sugar, bananas, tea, eggs",100.84,Alexandria,Cash,yes,Platinum,2
2857,,22 July 2023,"soda, milk, bread, butter, pasta, eggs",61.61,Alexandria,App,N,Platinum,9
2858,436.0,2023-07-27,eggs,22.52,Giza,Credit Card,no,Gold,11
2859,,2023-10-21,chicken,29.74,Giza,Mobile Wallet,,Silver,3
2860,683.0,2023-01-24,"cookies, cheese",47.83,luxor,Debit Card,Yes,,5
2861,123.0,04-11-2023,"onions, milk, soda, eggs, chips",56.83,Alexandria,Mobile Wallet,Yes,Silver,3
2862,815.0,2023/05/22,PASTA,22.48,Mansoura,Debit Card,Y,Platinum,-1
2863,339.0,2023/10/02,"pasta, apples",0,Luxor,Mobile Wallet,1,Silver,2
2864,154.0,NULL,"TOMATOES, Detergent, CHICKEN, BEEF",54.56,Mansoura,Debit Card,Y,,2
2865,,09 May 2023,"yogurt, tomatoes",21.79,Cairo,Mobile Wallet,0,Gold,7
2866,1810.0,01 December 2023,"milk, shampoo",13.8,Mansoura,Credit Card,N,Silver,7
2867,1530.0,04/21/2023,"tomatoes, yogurt, tea",29.02,Luxor,Credit Card,No,Platinum,4
2868,1371.0,2023/04/15,"COFFEE , MILK , SODA , apples , Pasta",26.82,Mansoura,Mobile Wallet,yes,,2
2869,257.0,03/20/2023,"soap, detergent, apples, chicken",114.72,Giza,Debit Card,N,Platinum,7
2870,1753.0,2023/12/20,"apples, soap",48.74,Luxor,Cash,TRUE,Platinum,8
2871,,21 September 2023,"Pasta, soap, cheese, sugar, ONIONS",82.3,Giza,Cash,True,Platinum,6
2872,1499.0,09/05/2023,"Orange Juice, Tea, SOAP",70.08,Cairo,Credit Card,yes,,4
2873,1308.0,2023/03/17,"tomatoes, chips, cheese, soda, butter",117.0,Alexandria,Debit Card,TRUE,Platinum,8
2874,938.0,10/31/2023,"yogurt, orange juice, sugar, apples, beef",129.51,Giza City,Debit Card,No,silver,7
2082,,30-10-2023,"soda, sugar, detergent, pasta, shampoo, cheese",0,Luxor,Credit Card,False,Bronze,2
2875,511.0,2023/06/23,"milk,detergent",53.67,MANSOURA,Dollar,no,,2
2876,1213.0,19 June 2023,"soda, bananas",42.58,alexandria,Credit Card,N,Gold,4
2877,1747.0,02/12/2023,"tomatoes, soap, rice, cheese, cookies, butter",40.99,Cairo,Debit Card,,Platinum,4
2878,,09/24/2023,bread,13.52,Cairo,Debit Card,True,,0
2879,1823.0,25-01-2023,"detergent, shampoo, apples",40.24,Alexandria,Mobile Wallet,N,,8
2880,1083.0,2023/09/30,"sugar, cookies, rice, orange juice, tea, detergent",142.08,Giza,Cash,N,,1
2881,1060.0,02/17/2023,"CHEESE, CHICKEN",23.7,Giza,Mobile Wallet,FALSE,Platinum,10
2882,1905.0,2023-05-22,shampoo,14.1,Cairo,Cash,,Platinum,1
2883,1482.0,25 November 2023,"sugar, cookies, rice, bananas",32.65,Giza,Cash,0,Silver,5
2884,901.0,29 July 2023,"pasta, coffee",11.28,luxor,Debit Card,False,Silver,2
1899,,12-10-2023,"bananas, tea, apples, beef",45.02,Cairo,Debit Card,no,Silver,6
2885,1420.0,27 February 2023,"cheese, soda, bananas",85.29,cairo,Debit Card,Yes,Platinum,3
2886,1478.0,2023/05/02,"butter, onions, orange juice",62.11,Giza,Wallet,True,Silver,3
2887,1016.0,10/17/2023,"onions, chicken, butter, cheese, chips",,GIZA,Mobile Wallet,No,Bronze,11
2888,304.0,2023-05-19,"orange juice,SUGAR,COFFEE",73.33,Luxor,Credit Card,No,Silver,7
2889,,15-12-2023,"chicken, apples, orange juice, coffee, eggs, soda",56.99,Mansoura,Debit Card,0,Bronze,5
2890,336.0,,"coffee, bread, onions, sugar",102.31,Cairo,Mobile Wallet,,,4
2891,1077.0,07-10-2023,"Bread, ORANGE JUICE, rice, chips",51.07,Giza,Debit Card,no,Gold,3
2892,466.0,23-07-2023,"bread , tea",58.21,Alexandria,Cash,No,Platinum,2
2893,118.0,21-11-2023,"shampoo, milk, soap, eggs",99.87,Giza,Vodafone Cash,False,,1
2894,1986.0,17-11-2023,"tomatoes, coffee",32.68,Luxor,Debit Card,True,Gold,6
2895,1393.0,2023/04/06,"bread, onions",38.41,Luxor,Cash,False,,4
2896,60.0,2023-11-28,"orange juice, yogurt, milk, chicken, butter, rice",93.07,Mansoura,Debit Card,,Silver,5
2897,320.0,01 September 2023,"detergent, sugar, soap, tea",54.45,Giza,Mobile Wallet,,,2
2898,919.0,04-09-2023,"beef, Rice, APPLES, SUGAR, soda",33.49,Giza,Mobile Wallet,No,Platinum,10
2899,38.0,2023-04-02,"eggs, tea",58.43,Mansoura,Mobile Wallet,no,Bronze,1
2900,1983.0,17-02-2023,"apples, yogurt, butter",23.5,alexandria,Debit Card,yes,Platinum,9
2901,875.0,2023/09/11,"cheese, detergent, rice",32.77,Mansoura,Cash,No,Silver,5
2902,1960.0,20 August 2023,"tomatoes, butter, chips",38.79,Mansoura,Visa,Y,Bronze,2
2903,,29-05-2023,"soap, TEA, bread",32.17,LUXOR,Cash,Y,Gold,4
2904,,21 August 2023,"apples, soap, tea",47.02,MANSOURA,Vodafone Cash,No,Gold,9
2905,778.0,2023/08/06,"milk, shampoo, pasta, orange juice",109.57,Luxor,Mobile Wallet,No,Platinum,4
2906,1632.0,10/18/2023,"soda, bread",14.0,alexandria,Debit Card,yes,Gold,7
1596,1465.0,2023-09-01,soda | tomatoes | yogurt | beef,40.56,Alexandria,Vodafone Cash,,Gold,7
2907,865.0,29-04-2023,"detergent, beef, eggs",34.32,Mansoura,Mobile Wallet,0,Silver,7
2908,1966.0,02-09-2023,"BANANAS, Sugar, BUTTER, rice, chicken",121.94,Giza,Mobile Wallet,Y,Silver,5
2909,1508.0,2023/01/22,"TOMATOES, DETERGENT, soap, ORANGE JUICE",51.73,Mansoura,Debit Card,No,Bronze,11
2910,1459.0,09-09-2023,"butter, apples, chicken, soda",38.43,Cairo,Mobile Wallet,Y,,7
2911,630.0,16-12-2023,"coffee, bread, apples, detergent, soap",103.82,Giza,Credit Card,TRUE,Bronze,2
2912,966.0,2023-01-29,SODA,18.54,Alexandria,Debit Card,1,Bronze,7
2913,32.0,30 June 2023,pasta,8.04,Mansoura,Cash,No,,7
2914,947.0,null,"bananas, bread, yogurt, orange juice, chicken, cheese",89.09,Ale,Cash,FALSE,Gold,7
2915,1523.0,12/04/2023,"bananas, pasta, apples",85.34,Giza,Debit Card,True,Bronze,8
2916,1499.0,2023/04/03,milk,22.13,Alexandria,Mobile Wallet,yes,Silver,5
2917,965.0,,"apples, onions, orange juice, sugar",NULL,luxor,Mobile Wallet,N,Silver,4
2918,585.0,2023/04/26,butter,20.83,luxor,Mobile Wallet,N,Silver,4
2919,1006.0,2023-11-23,soda,18.54,Alexandria,Debit Card,FALSE,Silver,5
2920,,31-08-2023,"BEEF, COFFEE, SODA, BREAD",35.58,Mansoura,Mobile Wallet,,Bronze,1
2921,796.0,2023/10/12,soap,22.65,Mansoura,Mobile Wallet,0,Bronze,6
2922,232.0,2023/07/26,"shampoo, butter, tea",55.91,Alexandria,Debit Card,No,Silver,7
2923,1175.0,21-01-2023,"Butter, TOMATOES, chips, TEA, BEEF, Bread",177.15,Luxor,Cash,Y,Silver,8
2924,,2023-04-23,Soda;DETERGENT;Chicken;Butter;TEA,119.61,giza,Debit Card,True,Bronze,2
2925,1308.0,2023/02/10,"cookies, cheese",49.36,Luxor,Debit Card,1,,8
2926,919.0,21 October 2023,"bananas, pasta, tomatoes, apples, eggs, tea",111.8,Alexandria,Mobile Wallet,No,Bronze,10
2927,1409.0,2023/04/25,soap,23.65,Giza,Mobile Wallet,0,Silver,7
2928,1733.0,2023-11-21,"shampoo, yogurt, cookies, chips, orange juice",140.03,Giza,Mobile Wallet,N,Gold,8
2929,1623.0,05/08/2023,"tea, milk, bread, orange juice, tomatoes, soda",114.89,Giza,Debit Card,Y,Platinum,8
2930,1853.0,2023/04/18,"rice, apples, milk",-10,Luxor,Credit Card,TRUE,Silver,6
2931,816.0,22-12-2023,chicken | bread | tea | sugar | coffee,0,Alexandria,Cash,FALSE,Gold,10
2932,7.0,null,"SUGAR, Pasta, Cookies, Apples, COFFEE, CHEESE",124.67,Mansoura,Credit Card,FALSE,Platinum,4
2933,816.0,05/18/2023,"orange juice,bread,eggs,soda",79.86,Cairo,Cash,TRUE,,4
2934,67.0,2023/06/01,"bread, chicken, pasta",34.26,Cairo,Debit Card,False,Silver,4
2935,850.0,2023/07/15,"cookies, soap, eggs",53.17,Giz,Debit Card,FALSE,Gold,1
2936,474.0,2023-12-14,"rice, orange juice, milk, apples",104.6,Giza City,Credit Card,0,Gold,2
2937,51.0,13 July 2023,milk | soda | rice | chicken | onions,57.19,Mansoura,Card,True,,10
2938,1569.0,10/22/2023,"beef, tea, rice",84.74,Cairo,Credit Card,yes,,7
2939,1785.0,NULL,"bananas, ONIONS, COFFEE, Cookies, cheese",39.08,Alexandria,Credit Card,Y,Bronze,7
2940,1007.0,2023-12-27,"eggs, cheese, coffee, butter, soap",70.17,Cairo,Credit Card,yes,Platinum,5
2941,1580.0,08-08-2023,"chips, milk, shampoo",27.99,Luxor,Debit Card,True,Platinum,50
2942,1319.0,2023/05/10,"soda, detergent, chips, orange juice, beef, butter",160.61,Alexandria,Cash,False,,3
2943,1109.0,2023-01-02,"COFFEE, ONIONS, SOAP",17.52,Giza,Debit Card,yes,,5
2944,569.0,2023-09-05,"onions, cheese, shampoo, soda, cookies, tomatoes",137.55,Cairo,Wallet,FALSE,Bronze,7
2945,1351.0,09-05-2023,"orange juice, cheese, rice, soap",37.19,Luxor,Card,yes,,9
2946,,NULL,"detergent, tea, milk, soap",20.39,Luxor,Credit Card,no,,10
1322,1595.0,2023/09/27,"BUTTER, Shampoo, MILK, yogurt, tomatoes",117.4,Giza,Credit Card,TRUE,,3
2947,959.0,26 January 2023,"detergent, bread, milk, beef",58.12,Luxor,Debit Card,yes,,6
2948,288.0,24 May 2023,"tea, bananas, apples, bread, milk, shampoo",85.99,Luxor,Credit Card,FALSE,Gold,1
2949,873.0,04 October 2023,"rice, tea, chips, chicken, beef",66.9,Alexandria,Debit Card,,Gold,8
2950,,2023-04-23,cookies,8.71,Mansoura,Debit Card,,Gold,9
2951,1904.0,,soda,26.46,Cairo City,Debit Card,1,,7
2952,421.0,04/22/2023,"apples, detergent",48.23,Cairo,Cash,True,Silver,3
2953,712.0,19-08-2023,"shampoo, cookies, TOMATOES",45.05,Luxor,Cash,Yes,Gold,10
2954,559.0,17-02-2023,Tea,29.29,Ale,Credit Card,No,,4
2955,,14-01-2023,"SHAMPOO , MILK , DETERGENT , Bananas , RICE",61.16,Giza,Debit Card,1,,9
2956,1502.0,22-09-2023,"tomatoes, rice, shampoo, beef, chips, orange juice",-50.5,Luxor,Credit Card,1,silver,9
2957,1976.0,2023-07-19,"yogurt, Tomatoes, CHIPS, TEA, sugar, Cheese",32.92,Giza,Credit Card,0,Platinum,2
2958,1117.0,,"orange juice, shampoo, soda",77.24,giza,Debit Card,No,Platinum,6
2959,1130.0,02/23/2023,"Orange Juice, COOKIES, CHICKEN, SHAMPOO, SODA",99.22,Cairo,Debit Card,True,Gold,1
2960,459.0,2023-03-16,"bread, soda, soap",27.85,Luxor,Debit Card,False,,8
2961,138.0,12-02-2023,"BUTTER, bananas",16.4,Alexandria,Credit Card,True,,100
2962,1600.0,23-12-2023,"cheese, sugar, chips, onions",115.09,Luxor,Debit Card,1,,4
2963,706.0,2023-07-13,"chips, shampoo",12.36,Alexandria,Mobile Wallet,Y,,9
2964,1687.0,2023/07/08,"tomatoes, coffee, rice",87.2,Alexandria,Cash,1,Gold,6
2965,1510.0,03/04/2023,"shampoo, chips, apples, butter",NULL,Giza,Mobile Wallet,yes,Platinum,6
2966,354.0,2023/08/19,"milk, bread",59.4,Alexandria,Debit Card,no,Bronze,6
2967,1541.0,2023-08-30,soap,28.78,Cairo,Cash,True,,1
2968,1569.0,18 July 2023,"apples, bread, tomatoes",40.98,Cairo,Debit Card,TRUE,Silver,3
1698,372.0,11/03/2023,"rice, tea, sugar",50.48,Mansoura,Credit Card,1,Gold,2
2969,1401.0,2023-02-09,"rice, orange juice",50.32,Luxor,Cash,TRUE,,5
2970,571.0,2023-06-08,"soda, pasta, sugar, tea",37.71,Giza,Cash,no,,2
2971,,2023/03/09,"sugar, butter",28.35,Alexandria,Cash,FALSE,Bronze,8
2972,1933.0,2023/07/22,"soda, orange juice, sugar, milk, beef",143.4,Alexandria,Cash,1,Bronze,4
2973,,,"soap, tea",14.7,Cairo,Credit Card,N,Platinum,8
2974,332.0,29 July 2023,"orange juice, chips, yogurt, pasta, beef, tea",156.88,Giza,Mobile Wallet,True,,7
2975,665.0,2023/02/21,"TOMATOES, MILK, eggs",41.84,Luxor,Visa,TRUE,Silver,5
2976,1876.0,2023-07-29,"orange juice, bread, soda, apples, tea",108.28,Luxor,Mobile Wallet,no,Platinum,10
1237,446.0,2023-02-01,"TOMATOES, CHICKEN, Bread",37.38,Cairo,Cash,TRUE,,10
2977,1957.0,29 November 2023,"coffee, yogurt, milk, onions, detergent, tomatoes",78.66,Giza,Credit Card,,Gold,4
2978,1148.0,28 July 2023,"pasta, shampoo, chicken, butter, cookies",37.24,Mansoura,Debit Card,1,Gold,1
2979,871.0,30-04-2023,rice,null,Mansoura,Credit Card,yes,Gold,10
2980,907.0,09-07-2023,"soap, beef, orange juice, coffee, cookies",28.09,Giza,Credit Card,0,Gold,5
2981,534.0,10/23/2023,soda,22.45,Mansoura,CC,Y,Bronze,7
2982,,10-06-2023,"coffee, apples, beef, soda, milk, shampoo",173.18,Luxor,Mobile Wallet,N,Platinum,7
2983,836.0,01 December 2023,"apples, orange juice, sugar, tomatoes, bananas, chicken",150.77,Giza,Debit Card,Yes,,8
2984,1122.0,2023/02/14,"tomatoes, bananas",42.9,Luxor,Cash,Yes,,2
2985,1325.0,19 February 2023,"pasta, orange juice, rice, chips",32.95,luxor,Credit Card,Yes,Platinum,9
2986,,2023/12/22,"orange juice, tea",25.48,MANSOURA,Mobile Wallet,yes,Gold,7
2987,991.0,14-01-2023,"yogurt, shampoo, orange juice, butter, detergent, beef",61.21,Giza,Debit Card,No,Bronze,10
1412,1474.0,2023-03-20,"apples, chips, soap",64.43,Luxor,Debit Card,False,Gold,8
2988,168.0,2023/08/09,"beef, coffee, detergent",24.69,luxor,Cash,1,Bronze,8
2989,865.0,2023/01/11,"DETERGENT, TOMATOES, CHICKEN",76.45,Alexandria,Credit Card,FALSE,,5
2990,803.0,06-10-2023,tea,21.73,Alexandria,Mastercard,,Platinum,10
2991,193.0,15 December 2023,"apples, chicken, butter, cheese, beef",107.75,Giza,Credit Card,yes,,5
2992,1305.0,10-05-2023,"coffee, rice, yogurt, soda, tomatoes",90.58,Mansoura,CC,Y,silver,8
2993,782.0,2023-06-12,"onions, tea, shampoo, orange juice",119.58,Luxor,Cash,,Gold,5
2994,1950.0,2023/07/25,"yogurt, orange juice, cookies, tea, cheese",124.7,Giza,Debit Card,No,Platinum,8
2995,1420.0,2023-05-31,EGGS,15.47,Giza,Debit Card,yes,Bronze,8
2996,1458.0,01 January 2023,"bread, beef, milk, yogurt, pasta",null,Alexandria,Mobile Wallet,Yes,Bronze,4
2997,471.0,31-12-2023,"milk, chicken, onions, rice, cheese",121.86,Luxor,Cash,no,Platinum,3
2998,1076.0,06-12-2023,soap,19.45,Cairo,Cash,,Platinum,1
2999,1186.0,14-07-2023,shampoo,26.17,Giza,Debit Card,1,Bronze,5
3000,662.0,2023-03-11,"orange juice, beef, milk",16.24,Alexandria,Mobile Wallet,Y,Gold,6
3001,1495.0,2023/10/05,"butter, beef, eggs, cheese, rice, chips",149.19,Man,App,N,,4
3002,1497.0,2023/04/29,"detergent, orange juice, pasta",73.6,Luxor,Cash,,Silver,10
3003,798.0,06 October 2023,tomatoes,0,Mansoura,Mobile Wallet,1,Silver,4
3004,993.0,25 May 2023,"cookies, BREAD, Chicken, Yogurt, DETERGENT, TOMATOES",167.05,Luxor,Debit Card,,Platinum,2
2896,794.0,08-08-2023,"shampoo, cookies, rice, butter",65.26,Cairo,Credit Card,True,Platinum,10
3005,,2023/10/12,yogurt,9.32,Mansoura,Debit Card,1,,6
3006,1772.0,2023/05/11,"pasta, beef, coffee",41.61,Alexandria City,Credit Card,1,,2
3007,1349.0,2023/05/17,"bananas, soda, orange juice, tea",67.56,Cairo,Mobile Wallet,0,,2
3008,1259.0,null,sugar,13.76,Luxor,Debit Card,0,,6
3009,1422.0,08-11-2023,"bread, cheese, orange juice",81.66,Mansoura,Debit Card,Yes,Bronze,3
3010,585.0,05/09/2023,"shampoo, onions, tomatoes, detergent, milk, beef",65.66,Mansoura,Mobile Wallet,Y,Bronze,100
3011,1273.0,2023/03/11,"milk, soap, chips",44.26,Lux,Cash,No,,3
3012,784.0,19-05-2023,"milk, soda, tomatoes",77.78,MANSOURA,Credit Card,Yes,Bronze,5
3013,388.0,11-07-2023,"Soap, BEEF, SUGAR, cookies",112.93,Cairo,Cash,No,Bronze,5
3014,1570.0,31-08-2023,"bananas, TOMATOES",56.66,Cairo,Mobile Wallet,1,Bronze,9
3015,586.0,2023-06-12,"pasta, chips, coffee, chicken, yogurt, eggs",99.32,Mansoura City,Debit Card,Yes,Gold,5
3016,1749.0,2023/08/21,"chips , onions , pasta , eggs",101.67,Mansoura,Mobile Wallet,1,,6
3017,55.0,23 May 2023,sugar,29.39,Mansoura,Credit Card,Y,Silver,4
3018,540.0,2023/11/19,"beef, detergent, butter, onions, pasta",,Mansoura,Credit Card,no,Bronze,1
3019,,2023-02-16,milk,,Giza,Cash,Y,Platinum,3
3020,1566.0,05 July 2023,"onions, bread",59.34,Alexandria,Cash,,Platinum,7
3021,389.0,2023-05-31,"tea, MILK",null,Giza,Mobile Wallet,Y,Bronze,4
3022,237.0,06-02-2023,"soda, beef, rice",31.6,giza,Mobile Wallet,no,Silver,4
3023,395.0,2023/07/31,"butter, orange juice, tea, apples, bread, yogurt",128.33,cairo,Cash,FALSE,Gold,4
3024,748.0,2023/06/10,"shampoo, COOKIES, COFFEE",0,Alexandria,Wallet,TRUE,platinum,5
3025,204.0,2023/02/11,bread,15.79,Giza,Debit Card,,,3
3026,1653.0,10/21/2023,"PASTA, Cheese, Orange Juice",-10,Giza,Vodafone Cash,,Silver,10
3027,947.0,2023/12/24,"detergent, butter, bread",49.66,Alexandria,Debit Card,Y,Gold,4
3028,331.0,01 May 2023,"tomatoes, bread",57.54,Cai,Debit Card,,Silver,10
3029,175.0,21 December 2023,"tomatoes, chips, yogurt, bread, chicken",52.23,Giza,Cash,Yes,,10
3030,,2023-03-25,"coffee, apples, tea, pasta, soda",90.32,Mansoura,Mobile Wallet,No,Silver,50
3031,268.0,30-01-2023,"bananas, orange juice, pasta, soap, rice, butter",106.38,Cairo,Wallet,yes,,4
3032,1276.0,2023-04-20,"cheese, yogurt",55.99,Giza,Credit Card,FALSE,Platinum,7
3033,890.0,2023-02-04,"Sugar, ONIONS, tea",51.7,Cairo,Mobile Wallet,0,Gold,5
3034,1750.0,20 February 2023,"chicken, bananas, sugar, orange juice, chips, cheese",84.57,Cairo City,Cash,,Platinum,2
3035,,06 April 2023,"eggs, cookies, tea, orange juice",55.61,Mansoura,Debit Card,False,Bronze,7
3036,22.0,04-02-2023,"rice, beef, tomatoes",21.27,Cairo,Credit Card,True,Platinum,3
3037,287.0,10/16/2023,yogurt,22.82,Alexandria,Cash,yes,,5
3038,137.0,2023/11/30,tea,26.27,Giza City,Debit Card,0,,9
3039,599.0,11 January 2023,"milk, shampoo, coffee, chicken",-10,Giza,App,no,,10
3040,389.0,25-05-2023,pasta,,Alexandria,Mobile Wallet,no,Gold,5
3041,991.0,2023-04-01,"soda,milk,butter,cheese",101.74,Giza,Debit Card,yes,Bronze,8
3042,16.0,null,"chicken, milk, bananas, cookies, rice",115.87,Giza,Credit Card,FALSE,Gold,8
3043,1066.0,2023/06/22,"tea, detergent, cookies, chicken, yogurt",141.76,Giza,Cash,N,Silver,1
3044,1459.0,01/18/2023,"cookies, tomatoes, butter, yogurt",null,Alexandria,Debit Card,TRUE,,9
3045,1883.0,03-05-2023,"onions, bread",23.99,Alexandria,Debit Card,0,,10
3046,1421.0,2023/06/14,beef,17.43,Mansoura,Debit Card,1,,9
3047,815.0,05/13/2023,"apples, beef, pasta, yogurt",80.56,Mansoura,Debit Card,no,Bronze,5
3048,1317.0,null,"COFFEE, Apples, onions",30.02,Alexandria,Debit Card,TRUE,Gold,6
3049,1444.0,2023-08-07,"bread, soap",43.5,Mansoura City,Credit Card,No,,7
3050,1500.0,31 August 2023,"chicken, tea, shampoo, butter, onions, yogurt",128.67,LUXOR,Cash,yes,Platinum,5
3051,1074.0,2023-11-05,"TEA, ORANGE JUICE, CHICKEN, Butter",91.49,Mansoura,Cash,No,Bronze,5
3052,1561.0,2023/09/04,"shampoo, pasta, chips, soap, sugar",42.73,Mansoura,Debit Card,TRUE,Gold,9
3053,943.0,18 October 2023,Sugar,NULL,Luxor,Debit Card,TRUE,Gold,10
3054,1846.0,NULL,"APPLES, Beef",44.36,LUXOR,Debit Card,Y,,9
3055,1026.0,2023/08/03,"sugar, tea, coffee",84.91,Cairo,cash,False,Silver,1
3056,685.0,09/23/2023,"apples, rice",26.02,Cairo,Mobile Wallet,N,Gold,1
3057,844.0,20 September 2023,rice,6.1,Mansoura,Debit Card,N,Platinum,6
3058,1570.0,2023/10/16,"chicken, soap, bread",73.85,Mansoura,Debit Card,FALSE,Silver,9
3059,,2023-01-11,"orange juice, eggs",44.51,Cairo,Mobile Wallet,N,Platinum,7
3060,1446.0,30 January 2023,"soda, cheese, chicken, soap, butter",32.08,Mansoura,Credit Card,no,Silver,1
3061,687.0,2023/01/04,"chips, shampoo, cookies, chicken",88.01,Alexandria,Csh,False,Gold,5
3062,102.0,30-07-2023,"coffee, chips, pasta, soap, eggs, detergent",111.91,Alexandria,CC,yes,Silver,4
3063,1708.0,2023/08/04,"Chips, APPLES",15.38,Cairo,Cash,no,Silver,4
3064,1187.0,15-12-2023,"tomatoes, chips, soda, tea, shampoo, chicken",167.78,Mansoura,Credit Card,yes,Platinum,8
3065,,2023/05/09,"rice, cheese, milk",35.0,Giz,Debit Card,no,Silver,3
3066,,12/27/2023,"eggs, onions, orange juice, soap, milk",63.78,CAIRO,Debit Card,Yes,Platinum,1
3067,1148.0,04-10-2023,"pasta, eggs, sugar",47.07,Luxor,Credit Card,FALSE,Bronze,10
3068,181.0,09/27/2023,eggs,20.89,Alexandria City,cash,Yes,Gold,9
3069,1863.0,26-11-2023,"milk, onions, rice, bananas",67.47,Cairo,Credit Card,N,,1
3070,1684.0,2023/03/01,"tomatoes, butter, apples, beef",85.21,Alexandria,cash,False,,4
3071,678.0,2023-07-09,bananas,null,Alexandria,Mobile Wallet,False,Gold,5
3072,230.0,04-08-2023,"detergent, chips, tea, shampoo, butter, pasta",64.59,Giza,Credit Card,yes,Gold,2
3073,717.0,02-10-2023,"tomatoes, milk",39.85,Luxor City,Credit Card,TRUE,,3
3074,1428.0,05-01-2023,"apples, cookies, onions, tomatoes, sugar",null,Luxor,Mobile Wallet,Y,Bronze,3
3075,156.0,2023/05/16,"chicken, soda, onions, soap, cheese",141.13,Giz,Mobile Wallet,no,,1
3076,225.0,11/30/2023,"beef, pasta, soap, cookies",106.37,Giza,Mobile Wallet,1,Silver,3
1193,,2023/06/25,"shampoo, chicken, coffee",null,Luxor,Debit Card,No,Platinum,9
3077,710.0,2023-08-11,detergent,8.49,Luxor,Debit Card,yes,,5
3078,994.0,2023/05/29,"SOAP, BANANAS, Cookies, Chicken, SODA, BUTTER",84.25,Luxor,Credit Card,No,,4
3079,1997.0,12/18/2023,"detergent, milk, butter",23.71,Giza City,Debit Card,0,Silver,7
3080,1508.0,03 September 2023,"beef, bread, tomatoes",53.61,Alexandria,Cash,TRUE,Bronze,6
3081,1005.0,09/24/2023,"BUTTER, COFFEE",45.71,Luxor,Cash,TRUE,Silver,8
3082,1806.0,2023/11/12,"coffee, chips",18.27,alexandria,Debit Card,Yes,Bronze,9
3083,1303.0,11/25/2023,"shampoo, bread, rice",30.14,Alexandria,Cash,yes,,7
3084,388.0,19-11-2023,"beef, coffee, bread, yogurt, tomatoes, soap",161.78,Giza,Mobile Wallet,yes,Gold,3
3085,387.0,09/20/2023,"bananas, onions, butter, sugar, detergent",80.97,Giza,Debit Card,,Silver,1
3086,973.0,2023/09/13,"beef, bananas, pasta, chicken, onions, cookies",79.3,Alexandria,Debit Card,FALSE,,100
3087,1019.0,2023/03/15,"coffee, rice, soda",null,Giz,Debit Card,yes,Gold,10
3088,1649.0,2023/06/16,"chicken, onions, beef, soap, chips",128.89,Mansoura,Credit Card,False,,7
3089,449.0,28-06-2023,"butter, cheese",34.33,Alexandria City,Debit Card,Y,Platinum,8
3090,817.0,2023/01/20,"rice, beef",57.43,Alexandria,Cash,,,6
3091,223.0,2023/04/19,"orange juice, Sugar, CHEESE, cookies, APPLES",67.9,Cairo City,Mobile Wallet,N,Silver,7
3092,795.0,2023-10-19,"butter, cookies, chips, soap",84.74,Mansoura,Mobile Wallet,FALSE,Platinum,6
3093,,14-09-2023,"onions, milk, rice, detergent",111.61,Luxor,Cash,0,,8
3094,1030.0,21 January 2023,"cookies, sugar, soda, apples, cheese, tea",-50.5,CAIRO,Debit Card,N,,7
3095,1151.0,2023/09/29,"apples, bananas, yogurt, onions",118.56,Luxor,Cash,0,,7
3096,911.0,14-12-2023,"yogurt, orange juice, chicken",69.2,Giza,Visa,No,Platinum,3
3097,1685.0,2023-01-23,"coffee, cheese, tea",85.83,Cairo,Mobile Wallet,N,Bronze,0
3098,1584.0,2023-11-05,"chicken, tea",26.81,Mansoura,Csh,Yes,,1
3099,1166.0,08/01/2023,"tomatoes, rice, onions, yogurt",104.81,GIZA,App,No,Platinum,4
3100,1752.0,28-09-2023,APPLES,21.47,Cairo,Cash,TRUE,Platinum,5
3101,,07/17/2023,beef,12.85,Cairo,cash,0,Gold,9
3102,1039.0,08/25/2023,"soap, tomatoes, chicken, rice, yogurt, shampoo",171.45,Cairo,Debit Card,no,Silver,7
3103,640.0,16-12-2023,"pasta, cheese, milk, rice, butter, chicken",56.11,Alexandria,Debit Card,1,,3
3104,1321.0,29-12-2023,"apples, orange juice, tomatoes",20.25,Alexandria,Credit Card,True,Platinum,3
3105,817.0,2023/01/20,orange juice,29.64,Cairo,Credit Card,False,Platinum,5
